protein_og	scaffold	start	end	strand	gene	product
BigNatCCMP2755002644_OG0004462	scaffold_11	80956	82493	+	estExt_fgenesh1_pm.C_110001	92268
BigNatCCMP2755002645_OG0250857	scaffold_11	84234	87708	-	fgenesh1_kg.11_#_10_#_4967_1_CFAO_EXTA	60357
BigNatCCMP2755002646_OG0000247	scaffold_11	89149	90821	+	estExt_fgenesh1_pg.C_110015	86489
BigNatCCMP2755002647_OG0014599	scaffold_11	93699	97127	-	fgenesh1_kg.11_#_13_#_149_8_CFAO_EXTA	60360
BigNatCCMP2755002648_OG0000126	scaffold_11	98013	104152	+	estExt_fgenesh1_pm.C_110002	92269
BigNatCCMP2755002649_OG0001374	scaffold_11	105506	113169	-	fgenesh1_pg.11_#_18	70127
BigNatCCMP2755002650_OG0000654	scaffold_11	114562	115990	+	fgenesh1_pg.11_#_19	70128
BigNatCCMP2755002651_OG0007111	scaffold_11	118146	118952	+	aug1.11_g5001	130293
BigNatCCMP2755002652_OG0642530	scaffold_11	124466	125776	+	aug1.11_g5003	130295
BigNatCCMP2755002653_OG0002789	scaffold_11	132091	136318	-	estExt_fgenesh1_pg.C_110021	86492
BigNatCCMP2755002654_OG0048364	scaffold_11	141823	146144	+	aug1.11_g5006	130298
BigNatCCMP2755002655_OG0010283	scaffold_11	147383	149875	-	estExt_fgenesh1_pg.C_110022	86493
BigNatCCMP2755002656_OG0001603	scaffold_11	150405	152574	+	fgenesh1_pg.11_#_23	70132
BigNatCCMP2755002657_OG0642700	scaffold_11	153421	154808	-	fgenesh1_pg.11_#_24	70133
BigNatCCMP2755002658_OG0000471	scaffold_11	155420	163262	+	fgenesh1_pg.11_#_25	70134
BigNatCCMP2755002659_OG0096411	scaffold_11	164447	167069	-	fgenesh1_pg.11_#_26	70135
BigNatCCMP2755002660_OG0324914	scaffold_11	167663	168562	+	fgenesh1_pg.11_#_27	70136
BigNatCCMP2755002661_OG0002632	scaffold_11	169493	172991	-	fgenesh1_pg.11_#_28	70137
BigNatCCMP2755002662_OG0255563	scaffold_11	173879	175971	+	fgenesh1_pg.11_#_29	70138
BigNatCCMP2755002663_OG1389954	scaffold_11	177959	178339	-	aug1.11_g5017	130309
BigNatCCMP2755002664_OG1389955	scaffold_11	178407	179363	+	aug1.11_g5018	130310
BigNatCCMP2755002665_OG0001108	scaffold_11	181574	182589	-	estExt_fgenesh1_pm.C_110004	92270
BigNatCCMP2755002666_OG0001909	scaffold_11	185832	187172	-	estExt_Genewise1.C_110032	47204
BigNatCCMP2755002667_OG0002101	scaffold_11	187695	189298	+	estExt_Genewise1.C_110035	47207
BigNatCCMP2755002668_OG0642701	scaffold_11	191238	192245	+	aug1.11_g5022	130314
BigNatCCMP2755002669_OG0082136	scaffold_11	193685	207138	-	fgenesh1_pg.11_#_34	70143
BigNatCCMP2755002670_OG0131901	scaffold_11	207566	210727	+	estExt_fgenesh1_pg.C_110034	86496
BigNatCCMP2755002671_OG0000068	scaffold_11	211778	223471	-	fgenesh1_pg.11_#_36	70145
BigNatCCMP2755002672_OG0001986	scaffold_11	229323	230876	+	e_gw1.11.70.1	35762
BigNatCCMP2755002673_OG0000316	scaffold_11	236773	237774	-	estExt_Genewise1Plus.C_110039	52753
BigNatCCMP2755002674_OG0001273	scaffold_11	238654	239509	+	fgenesh1_pg.11_#_39	70148
BigNatCCMP2755002675_OG0057854	scaffold_11	240393	244106	-	estExt_fgenesh1_pg.C_110039	86498
BigNatCCMP2755002676_OG0642516	scaffold_11	244445	244756	+	aug1.11_g5032	130324
BigNatCCMP2755002677_OG0324915	scaffold_11	246813	253282	+	fgenesh1_pg.11_#_41	70150
BigNatCCMP2755002678_OG0022615	scaffold_11	256462	258751	-	fgenesh1_pg.11_#_42	70151
BigNatCCMP2755002679_OG0007331	scaffold_11	259276	260412	+	e_gw1.11.19.1	35803
BigNatCCMP2755002680_OG0000244	scaffold_11	261876	262388	-	aug1.11_g5038	130330
BigNatCCMP2755002681_OG0001791	scaffold_11	263730	265032	+	e_gw1.11.156.1	35825
BigNatCCMP2755002682_OG0000206	scaffold_11	267712	281113	+	estExt_fgenesh1_pg.C_110045	86499
BigNatCCMP2755002683_OG0000028	scaffold_11	282000	282353	-	gw1.11.170.1	31765
BigNatCCMP2755002684_OG1389956	scaffold_11	290611	292113	-	aug1.11_g5043	130335
BigNatCCMP2755002685_OG0255564	scaffold_11	292277	293191	-	aug1.11_g5044	130336
BigNatCCMP2755002686_OG1389957	scaffold_11	293341	294592	-	aug1.11_g5045	130337
BigNatCCMP2755002687_OG1389958	scaffold_11	294663	298555	-	aug1.11_g5046	130338
BigNatCCMP2755002688_OG1389959	scaffold_11	299439	301160	-	aug1.11_g5047	130339
BigNatCCMP2755002689_OG1389960	scaffold_11	301548	302965	-	aug1.11_g5048	130340
BigNatCCMP2755002690_OG0000312	scaffold_11	304130	305461	-	aug1.11_g5049	130341
BigNatCCMP2755002691_OG0071190	scaffold_11	308554	309342	-	estExt_fgenesh1_pg.C_110047	86501
BigNatCCMP2755002692_OG0001185	scaffold_11	310649	314785	-	fgenesh1_pg.11_#_49	70158
BigNatCCMP2755002693_OG0000136	scaffold_11	322187	325929	+	aug1.11_g5052	130344
BigNatCCMP2755002694_OG0006046	scaffold_11	327020	328886	-	fgenesh1_pg.11_#_51	70160
BigNatCCMP2755002695_OG0006674	scaffold_11	329338	330944	+	estExt_fgenesh1_pg.C_110051	86502
BigNatCCMP2755002696_OG0014599	scaffold_11	333862	336585	-	fgenesh1_kg.11_#_28_#_149_6_CFAO_EXTA	60375
BigNatCCMP2755002697_OG0000490	scaffold_11	338032	341045	+	estExt_fgenesh1_pg.C_110053	86504
BigNatCCMP2755002698_OG0117121	scaffold_11	341444	345999	-	fgenesh1_pg.11_#_55	70164
BigNatCCMP2755002699_OG0000042	scaffold_11	346306	347039	+	estExt_fgenesh1_pg.C_110055	86505
BigNatCCMP2755002700_OG0005900	scaffold_11	347794	350710	-	fgenesh1_pg.11_#_57	70166
BigNatCCMP2755002701_OG0005900	scaffold_11	351136	354944	+	fgenesh1_pg.11_#_58	70167
BigNatCCMP2755002702_OG0004219	scaffold_11	355333	358457	-	fgenesh1_pg.11_#_59	70168
BigNatCCMP2755002703_OG0000042	scaffold_11	358906	360596	+	estExt_Genewise1Plus.C_110058	52757
BigNatCCMP2755002704_OG0000001	scaffold_11	361511	373503	+	estExt_fgenesh1_pg.C_110060	86507
BigNatCCMP2755002705_OG0000194	scaffold_11	374238	381554	-	estExt_fgenesh1_pm.C_110009	92275
BigNatCCMP2755002706_OG0439377	scaffold_11	381651	383081	+	fgenesh1_pg.11_#_64	70173
BigNatCCMP2755002707_OG0439378	scaffold_11	383965	390421	-	fgenesh1_pg.11_#_65	70174
BigNatCCMP2755002708_OG1389961	scaffold_11	390761	391185	+	aug1.11_g5069	130361
BigNatCCMP2755002709_OG0255301	scaffold_11	391345	394473	+	fgenesh1_pg.11_#_66	70175
BigNatCCMP2755002710_OG0642018	scaffold_11	395226	396798	-	aug1.11_g5071	130363
BigNatCCMP2755002711_OG0004887	scaffold_11	397584	399938	+	estExt_Genewise1.C_110064	47218
BigNatCCMP2755002712_OG0067655	scaffold_11	401795	404697	+	aug1.11_g5073	130365
BigNatCCMP2755002713_OG0000099	scaffold_11	406548	408563	+	fgenesh1_pg.11_#_70	70179
BigNatCCMP2755002714_OG0000099	scaffold_11	408806	409939	+	gw1.11.152.1	31019
BigNatCCMP2755002715_OG1389962	scaffold_11	414391	415154	+	aug1.11_g5074	130366
BigNatCCMP2755002716_OG0067639	scaffold_11	418064	431140	+	fgenesh1_pg.11_#_72	70181
BigNatCCMP2755002717_OG0088522	scaffold_11	432125	435120	-	aug1.11_g5076	130368
BigNatCCMP2755002718_OG0088522	scaffold_11	435156	439514	-	aug1.11_g5077	130369
BigNatCCMP2755002719_OG0255559	scaffold_11	440740	442496	-	aug1.11_g5078	130370
BigNatCCMP2755002720_OG0004829	scaffold_11	442838	444856	-	aug1.11_g5079	130371
BigNatCCMP2755002721_OG0025660	scaffold_11	445103	446242	-	aug1.11_g5080	130372
BigNatCCMP2755002722_OG0025660	scaffold_11	446440	448947	-	aug1.11_g5081	130373
BigNatCCMP2755002723_OG0071820	scaffold_11	463369	463988	-	aug1.11_g5082	130374
BigNatCCMP2755002724_OG0071820	scaffold_11	464002	466680	-	aug1.11_g5083	130375
BigNatCCMP2755002725_OG0255559	scaffold_11	468002	469240	-	fgenesh1_pg.11_#_76	70185
BigNatCCMP2755002726_OG1389963	scaffold_11	469826	470386	+	fgenesh1_kg.11_#_38_#_4283_1_CFAO_EXTA	60385
BigNatCCMP2755002727_OG0001581	scaffold_11	470813	475948	-	estExt_fgenesh1_pm.C_110010	92276
BigNatCCMP2755002728_OG0000031	scaffold_11	477517	479628	+	estExt_fgenesh1_pg.C_110077	86514
BigNatCCMP2755002729_OG0003833	scaffold_11	479869	481403	-	estExt_fgenesh1_pg.C_110078	86515
BigNatCCMP2755002730_OG1389964	scaffold_11	481852	482393	+	aug1.11_g5089	130381
BigNatCCMP2755002731_OG0002138	scaffold_11	484885	489491	-	fgenesh1_pg.11_#_81	70190
BigNatCCMP2755002732_OG1389965	scaffold_11	490229	491038	+	aug1.11_g5091	130383
BigNatCCMP2755002733_OG1389966	scaffold_11	493369	495118	+	aug1.11_g5092	130384
BigNatCCMP2755002734_OG1389967	scaffold_11	496363	497464	+	aug1.11_g5093	130385
BigNatCCMP2755002735_OG0000817	scaffold_11	501320	501750	-	gw1.11.191.1	32314
BigNatCCMP2755002736_OG0003358	scaffold_11	506223	509274	+	estExt_Genewise1Plus.C_110075	52767
BigNatCCMP2755002737_OG0175315	scaffold_11	509887	517656	-	fgenesh1_pg.11_#_85	70194
BigNatCCMP2755002738_OG0011944	scaffold_11	517950	518908	+	fgenesh1_pg.11_#_86	70195
BigNatCCMP2755002739_OG0005817	scaffold_11	520622	521493	-	estExt_fgenesh1_pg.C_110086	86518
BigNatCCMP2755002740_OG0003671	scaffold_11	522264	524945	+	estExt_fgenesh1_pg.C_110087	86519
BigNatCCMP2755002741_OG0000626	scaffold_11	525911	530103	-	fgenesh1_pg.11_#_89	70198
BigNatCCMP2755002742_OG0000259	scaffold_11	536204	546576	-	fgenesh1_pg.11_#_90	70199
BigNatCCMP2755002743_OG0071811	scaffold_11	547115	548040	+	aug1.11_g5103	130395
BigNatCCMP2755002744_OG0071811	scaffold_11	548989	551169	+	fgenesh1_pg.11_#_91	70200
BigNatCCMP2755002745_OG0007533	scaffold_11	552003	552404	-	gw1.11.175.1	31997
BigNatCCMP2755002746_OG0642539	scaffold_11	553021	553930	+	estExt_fgenesh1_pg.C_110091	86520
BigNatCCMP2755002747_OG0088201	scaffold_11	555328	557344	-	fgenesh1_pg.11_#_93	70202
BigNatCCMP2755002748_OG0088201	scaffold_11	557888	560873	+	fgenesh1_pg.11_#_94	70203
BigNatCCMP2755002749_OG0000555	scaffold_11	561482	567726	-	fgenesh1_pg.11_#_95	70204
BigNatCCMP2755002750_OG0000791	scaffold_11	568335	571648	+	estExt_fgenesh1_pg.C_110095	86521
BigNatCCMP2755002751_OG0642494	scaffold_11	572158	573384	-	estExt_fgenesh1_pg.C_110096	86522
BigNatCCMP2755002752_OG0642702	scaffold_11	574276	575000	+	aug1.11_g5114	130406
BigNatCCMP2755002753_OG0439379	scaffold_11	576946	579221	+	fgenesh1_pg.11_#_98	70207
BigNatCCMP2755002754_OG0000044	scaffold_11	588779	591858	+	fgenesh1_kg.11_#_43_#_4858_1_CFAO_EXTA	60390
BigNatCCMP2755002755_OG0000078	scaffold_11	592615	593733	-	aug1.11_g5116	130408
BigNatCCMP2755002756_OG0000209	scaffold_11	595266	599664	-	aug1.11_g5117	130409
BigNatCCMP2755002757_OG0000209	scaffold_11	601737	604096	-	aug1.11_g5118	130410
BigNatCCMP2755002758_OG0096436	scaffold_11	604271	606548	+	aug1.11_g5119	130411
BigNatCCMP2755002759_OG0000571	scaffold_11	607807	614260	-	aug1.11_g5120	130412
BigNatCCMP2755002760_OG0009082	scaffold_11	614500	615153	+	aug1.11_g5121	130413
BigNatCCMP2755002761_OG0439380	scaffold_11	615552	617124	-	estExt_fgenesh1_pg.C_110101	86524
BigNatCCMP2755002762_OG1389968	scaffold_11	617408	618715	+	fgenesh1_pg.11_#_103	70212
BigNatCCMP2755002763_OG0002878	scaffold_11	623401	624726	-	fgenesh1_pm.11_#_12	57363
BigNatCCMP2755002764_OG0000212	scaffold_11	627122	629465	+	gw1.11.32.1	22139
BigNatCCMP2755002765_OG0001230	scaffold_11	631626	636479	-	aug1.11_g5126	130418
BigNatCCMP2755002766_OG1389969	scaffold_11	638071	640172	-	estExt_fgenesh1_pg.C_110106	86525
BigNatCCMP2755002767_OG0000262	scaffold_11	640827	644399	+	aug1.11_g5128	130420
BigNatCCMP2755002768_OG0000262	scaffold_11	644710	646835	+	gw1.11.132.1	30304
BigNatCCMP2755002769_OG0117250	scaffold_11	647628	648497	-	fgenesh1_pg.11_#_109	70218
BigNatCCMP2755002770_OG0082158	scaffold_11	651048	655033	+	fgenesh1_pg.11_#_110	70219
BigNatCCMP2755002771_OG0007111	scaffold_11	655969	657260	+	fgenesh1_pg.11_#_111	70220
BigNatCCMP2755002772_OG0007111	scaffold_11	659613	660726	+	estExt_fgenesh1_pg.C_110112	86527
BigNatCCMP2755002773_OG0000140	scaffold_11	661512	661703	+	e_gw1.11.198.1	35847
BigNatCCMP2755002774_OG0000696	scaffold_11	662093	664439	+	e_gw1.11.112.1	35751
BigNatCCMP2755002775_OG0151270	scaffold_11	665193	669367	-	fgenesh1_pg.11_#_115	70224
BigNatCCMP2755002776_OG0021800	scaffold_11	670050	671100	+	estExt_fgenesh1_pm.C_110014	92278
BigNatCCMP2755002777_OG0004481	scaffold_11	671933	673189	-	estExt_fgenesh1_pg.C_110116	86529
BigNatCCMP2755002778_OG0324647	scaffold_11	673941	677126	+	estExt_fgenesh1_pg.C_110117	86530
BigNatCCMP2755002779_OG0000384	scaffold_11	678415	679489	-	fgenesh1_pg.11_#_119	70228
BigNatCCMP2755002780_OG0000384	scaffold_11	685360	690177	-	fgenesh1_pg.11_#_120	70229
BigNatCCMP2755002781_OG1389970	scaffold_11	691031	692582	+	aug1.11_g5141	130433
BigNatCCMP2755002782_OG0117253	scaffold_11	694348	695343	-	aug1.11_g5142	130434
BigNatCCMP2755002783_OG0001243	scaffold_11	696278	698599	+	aug1.11_g5143	130435
BigNatCCMP2755002784_OG0000062	scaffold_11	699277	701508	-	fgenesh1_pg.11_#_123	70232
BigNatCCMP2755002785_OG1389971	scaffold_11	704492	710793	+	fgenesh1_pg.11_#_124	70233
BigNatCCMP2755002786_OG1389972	scaffold_11	711799	713334	-	aug1.11_g5147	130439
BigNatCCMP2755002787_OG0642501	scaffold_11	713835	716386	+	estExt_fgenesh1_pg.C_110125	86531
BigNatCCMP2755002788_OG0255502	scaffold_11	717108	718451	-	fgenesh1_pg.11_#_127	70236
BigNatCCMP2755002789_OG0002346	scaffold_11	719433	725990	+	aug1.11_g5150	130442
BigNatCCMP2755002790_OG0000113	scaffold_11	730550	731323	+	fgenesh1_kg.11_#_52_#_6107_1_CFAO_EXTA	60399
BigNatCCMP2755002791_OG0006402	scaffold_11	731927	733027	-	estExt_Genewise1Plus.C_110101	52777
BigNatCCMP2755002792_OG0000627	scaffold_11	734372	735720	-	aug1.11_g5153	130445
BigNatCCMP2755002793_OG0439165	scaffold_11	741434	742967	-	fgenesh1_kg.11_#_55_#_3967_1_CFAO_EXTA	60402
BigNatCCMP2755002794_OG0000146	scaffold_11	743338	754937	+	estExt_fgenesh1_pg.C_110130	86534
BigNatCCMP2755002795_OG0053090	scaffold_11	755762	758540	-	aug1.11_g5155	130447
BigNatCCMP2755002796_OG0642205	scaffold_11	758746	759695	+	estExt_fgenesh1_pg.C_110132	86535
BigNatCCMP2755002797_OG0010109	scaffold_11	761593	766908	+	estExt_fgenesh1_pg.C_110133	86536
BigNatCCMP2755002798_OG0004568	scaffold_11	767898	771451	-	fgenesh1_pg.11_#_135	70244
BigNatCCMP2755002799_OG0000062	scaffold_11	772353	776629	+	aug1.11_g5161	130453
BigNatCCMP2755002800_OG0003383	scaffold_11	778888	780290	-	aug1.11_g5162	130454
BigNatCCMP2755002801_OG0000165	scaffold_11	781366	782091	+	e_gw1.11.129.1	35834
BigNatCCMP2755002802_OG1389973	scaffold_11	782891	784200	-	aug1.11_g5164	130456
BigNatCCMP2755002803_OG0000002	scaffold_11	786146	787464	-	aug1.11_g5165	130457
BigNatCCMP2755002804_OG0000455	scaffold_11	787803	796636	+	fgenesh1_pg.11_#_140	70249
BigNatCCMP2755002805_OG0324916	scaffold_11	797345	800989	-	fgenesh1_pg.11_#_141	70250
BigNatCCMP2755002806_OG0642703	scaffold_11	801427	801858	+	gw1.11.47.1	23858
BigNatCCMP2755002807_OG0004329	scaffold_11	802896	807497	-	estExt_fgenesh1_pg.C_110141	86537
BigNatCCMP2755002808_OG0642090	scaffold_11	808438	809016	-	fgenesh1_pg.11_#_143	70252
BigNatCCMP2755002809_OG0175465	scaffold_11	809791	812844	+	estExt_fgenesh1_pg.C_110143	86538
BigNatCCMP2755002810_OG0076655	scaffold_11	813943	815443	+	fgenesh1_pg.11_#_145	70254
BigNatCCMP2755002811_OG0000317	scaffold_11	816264	819689	-	estExt_fgenesh1_pg.C_110145	86539
BigNatCCMP2755002812_OG0027500	scaffold_11	821073	823102	+	aug1.11_g5174	130466
BigNatCCMP2755002813_OG0018366	scaffold_11	823687	832604	+	aug1.11_g5175	130467
BigNatCCMP2755002814_OG0007596	scaffold_11	833336	834559	-	aug1.11_g5176	130468
BigNatCCMP2755002815_OG0324917	scaffold_11	834967	835671	+	aug1.11_g5177	130469
BigNatCCMP2755002816_OG0003383	scaffold_11	835790	836497	+	aug1.11_g5178	130470
BigNatCCMP2755002817_OG0005920	scaffold_11	837720	839482	-	aug1.11_g5179	130471
BigNatCCMP2755002818_OG0018366	scaffold_11	839817	842293	+	aug1.11_g5180	130472
BigNatCCMP2755002819_OG0007596	scaffold_11	843025	844248	-	aug1.11_g5181	130473
BigNatCCMP2755002820_OG0324917	scaffold_11	844656	845360	+	aug1.11_g5182	130474
BigNatCCMP2755002821_OG0003383	scaffold_11	845479	846186	+	aug1.11_g5183	130475
BigNatCCMP2755002822_OG0004409	scaffold_11	847068	851853	-	aug1.11_g5184	130476
BigNatCCMP2755002823_OG0010084	scaffold_11	852825	853253	+	aug1.11_g5185	130477
BigNatCCMP2755002824_OG0000563	scaffold_11	854044	858354	-	estExt_fgenesh1_pg.C_110155	86540
BigNatCCMP2755002825_OG0010385	scaffold_11	858704	860439	+	fgenesh1_pg.11_#_157	70266
BigNatCCMP2755002826_OG0000002	scaffold_11	861419	863237	-	estExt_fgenesh1_pg.C_110157	86541
BigNatCCMP2755002827_OG0040287	scaffold_11	864116	866483	+	fgenesh1_pg.11_#_159	70268
BigNatCCMP2755002828_OG0000098	scaffold_11	867438	872735	-	e_gw1.11.5.1	35856
BigNatCCMP2755002829_OG0002415	scaffold_11	873508	882312	+	fgenesh1_pg.11_#_161	70270
BigNatCCMP2755002830_OG0004268	scaffold_11	882985	883527	-	gw1.11.52.1	24258
BigNatCCMP2755002831_OG0060853	scaffold_11	885390	889995	+	fgenesh1_pg.11_#_163	70272
BigNatCCMP2755002832_OG0000000	scaffold_11	891723	895059	-	estExt_fgenesh1_pg.C_110163	86542
BigNatCCMP2755002833_OG0208329	scaffold_11	895558	906773	+	estExt_fgenesh1_pg.C_110164	86543
BigNatCCMP2755002834_OG0000007	scaffold_11	907703	908179	-	gw1.11.160.1	31287
BigNatCCMP2755002835_OG0035833	scaffold_11	909351	911492	+	estExt_fgenesh1_pg.C_110166	86544
BigNatCCMP2755002836_OG0001489	scaffold_11	912745	914824	-	estExt_fgenesh1_pg.C_110167	86545
BigNatCCMP2755002837_OG0000395	scaffold_11	915751	916257	+	gw1.11.154.1	31071
BigNatCCMP2755002838_OG0151088	scaffold_11	917256	918247	-	fgenesh1_pg.11_#_170	70279
BigNatCCMP2755002839_OG0151088	scaffold_11	919072	919440	-	aug1.11_g5201	130493
BigNatCCMP2755002840_OG0105882	scaffold_11	922354	924628	-	fgenesh1_pg.11_#_171	70280
BigNatCCMP2755002841_OG0642704	scaffold_11	925131	927488	+	aug1.11_g5203	130495
BigNatCCMP2755002842_OG1389974	scaffold_11	927744	928958	+	aug1.11_g5204	130496
BigNatCCMP2755002843_OG0000042	scaffold_11	930487	931029	-	e_gw1.11.61.1	35743
BigNatCCMP2755002844_OG0004956	scaffold_11	931692	933308	+	estExt_fgenesh1_pg.C_110173	86546
BigNatCCMP2755002845_OG0641926	scaffold_11	934123	935915	-	estExt_fgenesh1_pg.C_110174	86547
BigNatCCMP2755002846_OG0105794	scaffold_11	937409	946513	-	estExt_fgenesh1_pg.C_110175	86548
BigNatCCMP2755002847_OG0010192	scaffold_11	947519	948471	+	fgenesh1_pg.11_#_177	70286
BigNatCCMP2755002848_OG0000215	scaffold_11	949970	962275	+	fgenesh1_pg.11_#_178	70287
BigNatCCMP2755002849_OG0050931	scaffold_11	968868	973199	+	fgenesh1_pg.11_#_179	70288
BigNatCCMP2755002850_OG0255371	scaffold_11	974018	978478	-	fgenesh1_pg.11_#_180	70289
BigNatCCMP2755002851_OG0000804	scaffold_11	978642	982835	+	aug1.11_g5215	130507
BigNatCCMP2755002852_OG0000133	scaffold_11	983568	984906	-	estExt_fgenesh1_pg.C_110181	86549
BigNatCCMP2755002853_OG0151271	scaffold_11	986145	987185	-	estExt_fgenesh1_pg.C_110182	86550
BigNatCCMP2755002854_OG0012855	scaffold_11	987706	988251	+	gw1.11.48.1	24085
BigNatCCMP2755002855_OG0000023	scaffold_11	989167	998607	-	e_gw1.11.1.1	35793
BigNatCCMP2755002856_OG0003938	scaffold_11	1000533	1002542	+	aug1.11_g5221	130513
BigNatCCMP2755002857_OG0000038	scaffold_11	1004842	1006020	-	gw1.11.22.1	20973
BigNatCCMP2755002858_OG0255565	scaffold_11	1007444	1012641	+	fgenesh1_pg.11_#_189	70298
BigNatCCMP2755002859_OG0021487	scaffold_11	1013626	1014813	-	fgenesh1_pg.11_#_190	70299
BigNatCCMP2755002860_OG0439300	scaffold_11	1015206	1016986	+	estExt_fgenesh1_pg.C_110190	86551
BigNatCCMP2755002861_OG0000569	scaffold_11	1017465	1018979	-	estExt_Genewise1Plus.C_110141	52783
BigNatCCMP2755002862_OG0070620	scaffold_11	1019248	1021328	+	estExt_fgenesh1_pg.C_110192	86553
BigNatCCMP2755002863_OG0151272	scaffold_11	1024052	1024511	+	aug1.11_g5228	130520
BigNatCCMP2755002864_OG0000528	scaffold_11	1025031	1029501	-	estExt_fgenesh1_pg.C_110194	86554
BigNatCCMP2755002865_OG0000198	scaffold_11	1030087	1031424	+	estExt_fgenesh1_pg.C_110195	86555
BigNatCCMP2755002866_OG0439241	scaffold_11	1032669	1034301	-	fgenesh1_pg.11_#_197	70306
BigNatCCMP2755002867_OG0151273	scaffold_11	1037546	1039761	-	aug1.11_g5232	130524
BigNatCCMP2755002868_OG0001188	scaffold_11	1040869	1050191	+	fgenesh1_pg.11_#_199	70308
BigNatCCMP2755002869_OG0010099	scaffold_11	1050718	1055548	-	fgenesh1_pg.11_#_200	70309
BigNatCCMP2755002870_OG0000001	scaffold_11	1060657	1061253	-	e_gw1.11.188.1	35794
BigNatCCMP2755002871_OG0132003	scaffold_11	1063039	1063856	+	fgenesh1_kg.11_#_74_#_6779_0_CFAO18357.b1_CFAO_EXTA	60421
BigNatCCMP2755002872_OG0208450	scaffold_11	1065214	1067012	-	aug1.11_g5238	130530
BigNatCCMP2755002873_OG0000168	scaffold_11	1067395	1070237	+	fgenesh1_pg.11_#_204	70313
BigNatCCMP2755002874_OG0003294	scaffold_11	1070678	1072327	-	e_gw1.11.14.1	35859
BigNatCCMP2755002875_OG0002429	scaffold_11	1073298	1074874	+	aug1.11_g5241	130533
BigNatCCMP2755002876_OG0175377	scaffold_11	1075586	1080207	-	fgenesh1_pg.11_#_207	70316
BigNatCCMP2755002877_OG0060862	scaffold_11	1080345	1084795	+	aug1.11_g5244	130536
BigNatCCMP2755002878_OG0642705	scaffold_11	1085595	1086848	-	fgenesh1_kg.11_#_76_#_799_1_CFAO_EXTA	60423
BigNatCCMP2755002879_OG0002943	scaffold_11	1087256	1090818	+	fgenesh1_pg.11_#_209	70318
BigNatCCMP2755002880_OG0004690	scaffold_11	1091032	1095598	-	estExt_fgenesh1_pg.C_110209	86557
BigNatCCMP2755002881_OG0439187	scaffold_11	1096723	1097068	-	aug1.11_g5247	130539
BigNatCCMP2755002882_OG0641953	scaffold_11	1098873	1103409	+	aug1.11_g5248	130540
BigNatCCMP2755002883_OG0008717	scaffold_11	1104845	1106774	-	aug1.11_g5249	130541
BigNatCCMP2755002884_OG0002347	scaffold_11	1110963	1112960	+	e_gw1.11.131.1	35823
BigNatCCMP2755002885_OG0132029	scaffold_11	1114010	1116346	-	fgenesh1_pg.11_#_214	70323
BigNatCCMP2755002886_OG0002859	scaffold_11	1116852	1120213	+	fgenesh1_pg.11_#_215	70324
BigNatCCMP2755002887_OG0117264	scaffold_11	1121227	1122230	-	estExt_fgenesh1_pg.C_110215	86558
BigNatCCMP2755002888_OG0000034	scaffold_11	1124472	1127799	+	e_gw1.11.26.1	35899
BigNatCCMP2755002889_OG0000034	scaffold_11	1128344	1129138	+	fgenesh1_kg.11_#_79_#_7869_1_CFAO_EXTA	60426
BigNatCCMP2755002890_OG0255544	scaffold_11	1129815	1131771	-	estExt_fgenesh1_pg.C_110217	86560
BigNatCCMP2755002891_OG0000059	scaffold_11	1132005	1141848	+	fgenesh1_pg.11_#_219	70328
BigNatCCMP2755002892_OG1389975	scaffold_11	1142184	1143110	-	fgenesh1_kg.11_#_81_#_2301_1_CFAO_EXTA	60428
BigNatCCMP2755002893_OG0151271	scaffold_11	1143506	1145186	+	estExt_fgenesh1_pg.C_110219	86561
BigNatCCMP2755002894_OG0007596	scaffold_11	1145693	1148330	+	aug1.11_g5258	130550
BigNatCCMP2755002895_OG0001645	scaffold_11	1149401	1150986	-	aug1.11_g5259	130551
BigNatCCMP2755002896_OG0000225	scaffold_11	1151993	1158753	+	aug1.11_g5260	130552
BigNatCCMP2755002897_OG0131924	scaffold_11	1163702	1167294	+	fgenesh1_pg.11_#_224	70333
BigNatCCMP2755002898_OG0000631	scaffold_11	1167997	1169036	-	estExt_Genewise1Plus.C_110152	52784
BigNatCCMP2755002899_OG0000014	scaffold_11	1169374	1170562	+	estExt_Genewise1Plus.C_110154	52786
BigNatCCMP2755002900_OG0000045	scaffold_11	1171705	1175259	-	fgenesh1_pg.11_#_226	70335
BigNatCCMP2755002901_OG0000098	scaffold_11	1175436	1178084	+	e_gw1.11.102.1	35876
BigNatCCMP2755002902_OG0003315	scaffold_11	1178864	1182617	-	aug1.11_g5266	130558
BigNatCCMP2755002903_OG0012635	scaffold_11	1183703	1186548	-	estExt_fgenesh1_pg.C_110228	86564
BigNatCCMP2755002904_OG0000045	scaffold_11	1186777	1189123	+	estExt_fgenesh1_pg.C_110229	86565
BigNatCCMP2755002905_OG0016011	scaffold_11	1192092	1193073	-	fgenesh1_pg.11_#_231	70340
BigNatCCMP2755002906_OG0057854	scaffold_11	1193459	1195984	+	estExt_fgenesh1_pg.C_110231	86566
BigNatCCMP2755002907_OG0000006	scaffold_11	1197807	1199894	-	fgenesh1_pm.11_#_22	57373
BigNatCCMP2755002908_OG0096451	scaffold_11	1201191	1203028	+	estExt_fgenesh1_pg.C_110233	86567
BigNatCCMP2755002909_OG0020077	scaffold_11	1203375	1205553	-	estExt_fgenesh1_pg.C_110234	86568
