protein_og	scaffold	start	end	strand	gene	product
PlaBraE3002853_OG0000017	CDSF01000078.1	341875	344084	+	PBRA_005734	CEO97130.1
PlaBraE3002854_OG0000017	CDSF01000078.1	344706	346881	+	PBRA_005735	CEO97131.1
PlaBraE3002855_OG0006356	CDSF01000078.1	347382	349232	+	PBRA_005736	CEO97132.1
PlaBraE3002856_OG0529704	CDSF01000078.1	349260	349726	-	PBRA_005737	CEO97133.1
PlaBraE3002857_OG0000067	CDSF01000078.1	350101	350900	+	PBRA_005738	CEO97134.1
PlaBraE3002858_OG0003797	CDSF01000078.1	351001	352140	-	PBRA_005739	CEO97135.1
PlaBraE3002859_OG0000224	CDSF01000078.1	352280	353856	-	PBRA_005740	CEO97136.1
PlaBraE3002860_OG0007989	CDSF01000078.1	354245	355087	+	PBRA_005741	CEO97137.1
PlaBraE3002861_OG0008480	CDSF01000078.1	355090	356272	-	PBRA_005742	CEO97138.1
PlaBraE3002862_OG0016369	CDSF01000078.1	356689	356930	+	PBRA_005743	CEO97139.1
PlaBraE3002863_OG0003773	CDSF01000078.1	357325	357849	+	PBRA_005744	CEO97140.1
PlaBraE3002864_OG0118740	CDSF01000078.1	358508	359920	-	PBRA_005745	CEO97141.1
PlaBraE3002865_OG0005281	CDSF01000078.1	361231	363319	+	PBRA_005746	CEO97142.1
PlaBraE3002866_OG0001328	CDSF01000078.1	364333	364978	+	PBRA_005747	CEO97143.1
PlaBraE3002867_OG0001417	CDSF01000078.1	365032	366888	-	PBRA_005748	CEO97144.1
PlaBraE3002868_OG0000048	CDSF01000078.1	367420	368146	+	PBRA_005749	CEO97145.1
PlaBraE3002869_OG0050828	CDSF01000078.1	368308	368889	-	PBRA_005750	CEO97146.1
PlaBraE3002870_OG0002584	CDSF01000078.1	369281	371230	+	PBRA_005751	CEO97147.1
PlaBraE3002871_OG0005030	CDSF01000078.1	371787	374397	+	PBRA_005752	CEO97148.1
PlaBraE3002872_OG0001711	CDSF01000078.1	374937	378090	+	PBRA_005753	CEO97149.1
PlaBraE3002873_OG0014756	CDSF01000078.1	378291	379997	-	PBRA_005754	CEO97150.1
PlaBraE3002874_OG0003242	CDSF01000078.1	381431	383727	+	PBRA_005755	CEO97151.1
PlaBraE3002875_OG0000817	CDSF01000078.1	384047	385302	-	PBRA_005756	CEO97152.1
PlaBraE3002876_OG0003837	CDSF01000078.1	386783	390161	+	PBRA_005757	CEO97153.1
PlaBraE3002877_OG0000366	CDSF01000078.1	390491	392461	+	PBRA_005758	CEO97154.1
PlaBraE3002878_OG0000817	CDSF01000078.1	392723	393534	+	PBRA_005759	CEO97155.1
PlaBraE3002879_OG0001268	CDSF01000078.1	393698	394390	-	PBRA_005760	CEO97156.1
PlaBraE3002880_OG0002111	CDSF01000078.1	394841	399346	-	PBRA_005761	CEO97157.1
PlaBraE3002881_OG0001044	CDSF01000078.1	399632	401273	-	PBRA_005762	CEO97158.1
PlaBraE3002882_OG0002882	CDSF01000078.1	402128	402748	-	PBRA_005763	CEO97159.1
PlaBraE3002883_OG0007988	CDSF01000078.1	403263	403886	+	PBRA_005764	CEO97160.1
PlaBraE3002884_OG0084383	CDSF01000078.1	403961	405085	-	PBRA_005765	CEO97161.1
PlaBraE3002885_OG0009632	CDSF01000078.1	405837	406526	-	PBRA_005766	CEO97162.1
PlaBraE3002886_OG0000872	CDSF01000078.1	406780	408068	+	PBRA_005767	CEO97163.1
PlaBraE3002888_OG0005874	CDSF01000078.1	407850	408654	-	PBRA_005768	CEO97165.1
PlaBraE3002887_OG0005874	CDSF01000078.1	408116	409398	-	PBRA_005769	CEO97164.1
PlaBraE3002889_OG3374706	CDSF01000078.1	410342	411251	-	PBRA_005770	CEO97166.1
PlaBraE3002890_OG0258139	CDSF01000078.1	411459	412745	+	PBRA_005771	CEO97167.1
PlaBraE3002891_OG0004270	CDSF01000078.1	413237	414100	-	PBRA_005772	CEO97168.1
PlaBraE3002892_OG0006615	CDSF01000078.1	414863	415856	-	PBRA_005773	CEO97169.1
PlaBraE3002893_OG0045324	CDSF01000078.1	417663	419221	-	PBRA_005774	CEO97170.1
PlaBraE3002894_OG0001168	CDSF01000078.1	420676	423083	+	PBRA_005775	CEO97171.1
PlaBraE3002895_OG0001568	CDSF01000078.1	423674	424380	-	PBRA_005776	CEO97172.1
PlaBraE3002896_OG0258139	CDSF01000078.1	424610	425788	-	PBRA_005777	CEO97173.1
PlaBraE3002897_OG0000020	CDSF01000078.1	426194	428315	-	PBRA_005778	CEO97174.1
PlaBraE3002898_OG0000020	CDSF01000078.1	428457	430868	-	PBRA_005779	CEO97175.1
PlaBraE3002899_OG0007572	CDSF01000078.1	431144	431900	-	PBRA_005780	CEO97176.1
PlaBraE3002900_OG0142513	CDSF01000079.1	4096	5014	-	PBRA_000522	CEO97177.1
PlaBraE3002901_OG0164424	CDSF01000079.1	9368	10792	-	PBRA_000523	CEO97178.1
PlaBraE3002902_OG3374707	CDSF01000079.1	13054	13443	+	PBRA_000524	CEO97179.1
PlaBraE3002903_OG0000200	CDSF01000079.1	15386	16267	-	PBRA_000525	CEO97180.1
PlaBraE3002904_OG0002627	CDSF01000079.1	16748	18463	-	PBRA_000526	CEO97181.1
PlaBraE3002905_OG0002627	CDSF01000079.1	18658	22441	+	PBRA_000527	CEO97182.1
PlaBraE3002906_OG0002454	CDSF01000079.1	22993	24805	+	PBRA_000528	CEO97183.1
PlaBraE3002907_OG0000175	CDSF01000079.1	26360	27294	+	PBRA_000529	CEO97184.1
PlaBraE3002908_OG0000803	CDSF01000079.1	27487	29140	-	PBRA_000530	CEO97185.1
PlaBraE3002909_OG0001457	CDSF01000079.1	29659	31466	+	PBRA_000531	CEO97186.1
PlaBraE3002910_OG0007081	CDSF01000079.1	31593	32234	-	PBRA_000532	CEO97187.1
PlaBraE3002911_OG1035309	CDSF01000079.1	32960	40989	-	PBRA_000533	CEO97188.1
PlaBraE3002912_OG1035310	CDSF01000079.1	42150	42665	-	PBRA_000535	CEO97189.1
PlaBraE3002913_OG0001482	CDSF01000079.1	42858	43986	-	PBRA_000536	CEO97190.1
PlaBraE3002914_OG0004126	CDSF01000079.1	43999	45569	+	PBRA_000534	CEO97191.1
PlaBraE3002915_OG0001482	CDSF01000079.1	45995	47062	+	PBRA_000537	CEO97192.1
PlaBraE3002916_OG0001637	CDSF01000079.1	47161	48351	-	PBRA_000538	CEO97193.1
PlaBraE3002917_OG0056479	CDSF01000079.1	48537	50040	+	PBRA_000539	CEO97194.1
PlaBraE3002918_OG0007316	CDSF01000079.1	50447	51787	-	PBRA_000540	CEO97195.1
PlaBraE3002919_OG0088149	CDSF01000079.1	52260	53724	+	PBRA_000541	CEO97196.1
PlaBraE3002920_OG1035311	CDSF01000079.1	53804	55255	+	PBRA_000542	CEO97197.1
PlaBraE3002921_OG0000841	CDSF01000079.1	55722	56932	-	PBRA_000543	CEO97198.1
PlaBraE3002922_OG0000002	CDSF01000079.1	57160	58658	-	PBRA_000544	CEO97199.1
PlaBraE3002923_OG0553890	CDSF01000079.1	59925	60266	+	PBRA_000545	CEO97200.1
PlaBraE3002924_OG0002235	CDSF01000079.1	60280	61743	-	PBRA_000546	CEO97201.1
PlaBraE3002925_OG0553890	CDSF01000079.1	62102	62884	+	PBRA_000547	CEO97202.1
PlaBraE3002926_OG0553890	CDSF01000079.1	65564	66472	+	PBRA_000548	CEO97203.1
PlaBraE3002927_OG0014074	CDSF01000079.1	66611	67563	-	PBRA_000549	CEO97204.1
PlaBraE3002928_OG1035312	CDSF01000079.1	67868	69282	-	PBRA_000550	CEO97205.1
PlaBraE3002929_OG0000017	CDSF01000079.1	71822	72764	+	PBRA_000551	CEO97206.1
PlaBraE3002930_OG0000017	CDSF01000079.1	72952	74248	+	PBRA_000552	CEO97207.1
PlaBraE3002931_OG0031083	CDSF01000079.1	74418	75211	-	PBRA_000553	CEO97208.1
PlaBraE3002932_OG3374708	CDSF01000079.1	75492	76040	+	PBRA_000554	CEO97209.1
PlaBraE3002933_OG3374709	CDSF01000079.1	76409	77369	+	PBRA_000555	CEO97210.1
PlaBraE3002934_OG0553891	CDSF01000079.1	79401	79945	+	PBRA_000556	CEO97211.1
PlaBraE3002935_OG0553892	CDSF01000079.1	80002	80929	-	PBRA_000557	CEO97212.1
PlaBraE3002936_OG3374710	CDSF01000079.1	83093	83488	+	PBRA_000558	CEO97213.1
PlaBraE3002937_OG3374711	CDSF01000079.1	83749	84407	-	PBRA_000559	CEO97214.1
PlaBraE3002938_OG0015888	CDSF01000079.1	85066	86412	+	PBRA_000560	CEO97215.1
PlaBraE3002939_OG0000155	CDSF01000079.1	87248	88553	-	PBRA_000561	CEO97216.1
PlaBraE3002941_OG0007950	CDSF01000079.1	88518	90332	-	PBRA_000562	CEO97218.1
PlaBraE3002940_OG3374712	CDSF01000079.1	88789	89319	+	PBRA_000563	CEO97217.1
PlaBraE3002942_OG0000662	CDSF01000079.1	90456	91899	+	PBRA_000564	CEO97219.1
PlaBraE3002943_OG0001894	CDSF01000079.1	93331	94186	+	PBRA_000565	CEO97220.1
PlaBraE3002944_OG0009602	CDSF01000079.1	95438	96114	-	PBRA_000566	CEO97221.1
PlaBraE3002945_OG1035313	CDSF01000079.1	96260	97529	+	PBRA_000567	CEO97222.1
PlaBraE3002946_OG0019429	CDSF01000079.1	97583	98865	-	PBRA_000568	CEO97223.1
PlaBraE3002947_OG0000383	CDSF01000079.1	100653	101936	+	PBRA_000569	CEO97224.1
PlaBraE3002948_OG0000383	CDSF01000079.1	102138	104731	+	PBRA_000570	CEO97225.1
PlaBraE3002949_OG0234505	CDSF01000079.1	105271	106071	+	PBRA_000571	CEO97226.1
PlaBraE3002950_OG0125182	CDSF01000079.1	106534	107280	+	PBRA_000572	CEO97227.1
PlaBraE3002951_OG0234505	CDSF01000079.1	109116	109901	+	PBRA_000573	CEO97228.1
PlaBraE3002952_OG0234505	CDSF01000079.1	109947	110603	+	PBRA_000574	CEO97229.1
PlaBraE3002953_OG3374713	CDSF01000079.1	111020	111574	+	PBRA_000575	CEO97230.1
PlaBraE3002954_OG3374714	CDSF01000079.1	111801	112064	+	PBRA_000576	CEO97231.1
PlaBraE3002955_OG0142515	CDSF01000079.1	112252	112956	-	PBRA_000577	CEO97232.1
PlaBraE3002956_OG0005618	CDSF01000079.1	113163	114388	-	PBRA_000578	CEO97233.1
PlaBraE3002957_OG0064045	CDSF01000079.1	114804	120013	+	PBRA_000579	CEO97234.1
PlaBraE3002958_OG0000815	CDSF01000079.1	120185	122556	+	PBRA_000580	CEO97235.1
PlaBraE3002959_OG0012862	CDSF01000079.1	122662	123970	-	PBRA_000581	CEO97236.1
PlaBraE3002960_OG0009934	CDSF01000079.1	124446	125971	+	PBRA_000582	CEO97237.1
PlaBraE3002961_OG3374715	CDSF01000079.1	126167	126809	+	PBRA_000583	CEO97238.1
PlaBraE3002962_OG0000155	CDSF01000079.1	126849	127781	-	PBRA_000584	CEO97239.1
PlaBraE3002963_OG3374716	CDSF01000079.1	127996	128561	-	PBRA_000585	CEO97240.1
PlaBraE3002964_OG3374717	CDSF01000079.1	128970	130213	+	PBRA_000586	CEO97241.1
PlaBraE3002965_OG3374718	CDSF01000079.1	130272	130711	-	PBRA_000587	CEO97242.1
PlaBraE3002966_OG1035314	CDSF01000079.1	130918	132296	+	PBRA_000588	CEO97243.1
PlaBraE3002967_OG0001125	CDSF01000079.1	132549	134555	-	PBRA_000589	CEO97244.1
PlaBraE3002968_OG0000021	CDSF01000079.1	135223	137203	+	PBRA_000590	CEO97245.1
PlaBraE3002969_OG0553893	CDSF01000079.1	137276	140232	-	PBRA_000591	CEO97246.1
PlaBraE3002970_OG0006918	CDSF01000079.1	141721	151533	-	PBRA_000592	CEO97247.1
PlaBraE3002971_OG0000468	CDSF01000079.1	151968	153409	+	PBRA_000593	CEO97248.1
PlaBraE3002972_OG0002202	CDSF01000079.1	153429	155204	-	PBRA_000594	CEO97249.1
PlaBraE3002973_OG0000022	CDSF01000079.1	156936	157820	-	PBRA_000595	CEO97250.1
PlaBraE3002974_OG0000022	CDSF01000079.1	158214	158723	+	PBRA_000596	CEO97251.1
PlaBraE3002975_OG0097164	CDSF01000079.1	160255	160674	+	PBRA_000597	CEO97252.1
PlaBraE3002976_OG3374719	CDSF01000079.1	161375	161748	-	PBRA_000598	CEO97253.1
PlaBraE3002977_OG0080608	CDSF01000079.1	162076	162576	+	PBRA_000599	CEO97254.1
PlaBraE3002978_OG0006899	CDSF01000079.1	162695	164878	+	PBRA_000600	CEO97255.1
PlaBraE3002979_OG0006132	CDSF01000079.1	165559	166241	+	PBRA_000601	CEO97256.1
PlaBraE3002980_OG0462075	CDSF01000079.1	166352	167639	-	PBRA_000602	CEO97257.1
PlaBraE3002981_OG0011159	CDSF01000079.1	170502	171053	+	PBRA_000603	CEO97258.1
PlaBraE3002982_OG0000021	CDSF01000079.1	172300	177017	+	PBRA_000604	CEO97259.1
PlaBraE3002983_OG3374720	CDSF01000079.1	177068	178063	-	PBRA_000605	CEO97260.1
PlaBraE3002984_OG0023238	CDSF01000079.1	178162	178897	-	PBRA_000606	CEO97261.1
PlaBraE3002985_OG1035315	CDSF01000079.1	179100	180154	-	PBRA_000607	CEO97262.1
PlaBraE3002986_OG1035250	CDSF01000079.1	180761	182056	+	PBRA_000609	CEO97263.1
PlaBraE3002987_OG0026395	CDSF01000079.1	182140	182958	+	PBRA_000610	CEO97264.1
PlaBraE3002988_OG0000317	CDSF01000079.1	184069	186876	-	PBRA_000608	CEO97265.1
PlaBraE3002989_OG0003111	CDSF01000079.1	187077	188016	-	PBRA_000611	CEO97266.1
PlaBraE3002990_OG0052726	CDSF01000079.1	188652	191617	+	PBRA_000612	CEO97267.1
PlaBraE3002991_OG0020850	CDSF01000079.1	191779	192175	-	PBRA_000613	CEO97268.1
PlaBraE3002992_OG1035316	CDSF01000079.1	192802	194654	+	PBRA_000614	CEO97269.1
PlaBraE3002993_OG0001813	CDSF01000079.1	194770	195741	-	PBRA_000615	CEO97270.1
PlaBraE3002994_OG0023447	CDSF01000079.1	195948	197332	+	PBRA_000616	CEO97271.1
PlaBraE3002995_OG3374721	CDSF01000079.1	197618	200054	+	PBRA_000617	CEO97272.1
PlaBraE3002996_OG3374722	CDSF01000079.1	200180	203555	-	PBRA_000618	CEO97273.1
PlaBraE3002997_OG3374723	CDSF01000079.1	204089	204526	+	PBRA_000619	CEO97274.1
PlaBraE3002998_OG0000020	CDSF01000079.1	204609	207232	-	PBRA_000620	CEO97275.1
PlaBraE3002999_OG0000003	CDSF01000079.1	207375	209621	-	PBRA_000621	CEO97276.1
PlaBraE3003000_OG0041604	CDSF01000079.1	209774	212961	-	PBRA_000622	CEO97277.1
PlaBraE3003001_OG3374724	CDSF01000079.1	213253	214234	-	PBRA_000623	CEO97278.1
PlaBraE3003002_OG0002365	CDSF01000079.1	214743	216046	+	PBRA_000624	CEO97279.1
PlaBraE3003003_OG0000783	CDSF01000079.1	216497	217435	+	PBRA_000625	CEO97280.1
PlaBraE3003004_OG0234505	CDSF01000079.1	220603	221565	-	PBRA_000626	CEO97281.1
PlaBraE3003005_OG0234505	CDSF01000079.1	221899	222765	-	PBRA_000627	CEO97282.1
PlaBraE3003006_OG0000034	CDSF01000079.1	225316	227241	-	PBRA_000628	CEO97283.1
PlaBraE3003007_OG0087384	CDSF01000079.1	227414	229284	-	PBRA_000629	CEO97284.1
PlaBraE3003008_OG0000029	CDSF01000079.1	229678	230728	-	PBRA_000630	CEO97285.1
PlaBraE3003009_OG0007081	CDSF01000079.1	230903	232151	-	PBRA_000631	CEO97286.1
PlaBraE3003010_OG0002791	CDSF01000079.1	232787	233435	+	PBRA_000632	CEO97287.1
PlaBraE3003011_OG0031086	CDSF01000079.1	233538	236645	-	PBRA_000633	CEO97288.1
PlaBraE3003012_OG0001075	CDSF01000079.1	237876	239393	+	PBRA_000634	CEO97289.1
PlaBraE3003013_OG0000669	CDSF01000079.1	239455	240642	-	PBRA_000635	CEO97290.1
PlaBraE3003014_OG0003274	CDSF01000079.1	240796	241421	-	PBRA_000636	CEO97291.1
PlaBraE3003015_OG0000685	CDSF01000079.1	241986	243868	+	PBRA_000637	CEO97292.1
PlaBraE3003016_OG0005047	CDSF01000079.1	244222	245317	-	PBRA_000638	CEO97293.1
PlaBraE3003017_OG0251795	CDSF01000079.1	246362	247210	+	PBRA_000639	CEO97294.1
PlaBraE3003018_OG0008248	CDSF01000079.1	247281	249278	+	PBRA_000640	CEO97295.1
PlaBraE3003019_OG0001962	CDSF01000079.1	249185	250762	+	PBRA_000641	CEO97296.1
PlaBraE3003020_OG0003419	CDSF01000079.1	250870	252035	-	PBRA_000642	CEO97297.1
PlaBraE3003021_OG0553894	CDSF01000079.1	252894	253355	+	PBRA_000643	CEO97298.1
PlaBraE3003022_OG0553894	CDSF01000079.1	254411	254926	+	PBRA_000644	CEO97299.1
PlaBraE3003023_OG0008278	CDSF01000079.1	255315	255652	-	PBRA_000645	CEO97300.1
PlaBraE3003024_OG0001522	CDSF01000079.1	255939	256811	+	PBRA_000646	CEO97301.1
PlaBraE3003025_OG0004522	CDSF01000079.1	256961	258454	-	PBRA_000647	CEO97302.1
PlaBraE3003026_OG0005727	CDSF01000079.1	258638	259437	+	PBRA_000648	CEO97303.1
PlaBraE3003027_OG0000588	CDSF01000079.1	259657	261680	+	PBRA_000649	CEO97304.1
PlaBraE3003028_OG0014240	CDSF01000079.1	261728	262147	-	PBRA_000650	CEO97305.1
PlaBraE3003029_OG0001966	CDSF01000079.1	262348	265014	+	PBRA_000651	CEO97306.1
PlaBraE3003030_OG0000794	CDSF01000079.1	266178	267480	-	PBRA_000653	CEO97307.1
PlaBraE3003031_OG0000366	CDSF01000079.1	267709	269334	-	PBRA_000652	CEO97308.1
PlaBraE3003032_OG0004031	CDSF01000079.1	269648	272480	+	PBRA_000654	CEO97309.1
PlaBraE3003033_OG0005701	CDSF01000079.1	272511	272936	-	PBRA_000655	CEO97310.1
PlaBraE3003034_OG3374725	CDSF01000079.1	273056	273802	+	PBRA_000656	CEO97311.1
PlaBraE3003035_OG0001158	CDSF01000079.1	274201	274941	-	PBRA_000657	CEO97312.1
PlaBraE3003036_OG3374726	CDSF01000079.1	275512	278022	+	PBRA_000658	CEO97313.1
PlaBraE3003037_OG0389560	CDSF01000079.1	278809	279735	-	PBRA_000659	CEO97314.1
PlaBraE3003038_OG0002485	CDSF01000079.1	287571	289657	+	PBRA_000660	CEO97315.1
PlaBraE3003039_OG0105903	CDSF01000079.1	289901	290663	+	PBRA_000661	CEO97316.1
PlaBraE3003040_OG0000012	CDSF01000079.1	291665	293042	+	PBRA_000662	CEO97317.1
PlaBraE3003041_OG0003098	CDSF01000079.1	293357	294169	+	PBRA_000663	CEO97318.1
PlaBraE3003042_OG3374727	CDSF01000079.1	294253	295264	-	PBRA_000664	CEO97319.1
PlaBraE3003043_OG0000051	CDSF01000079.1	295273	297511	+	PBRA_000665	CEO97320.1
PlaBraE3003044_OG0001948	CDSF01000079.1	297652	298537	+	PBRA_000666	CEO97321.1
PlaBraE3003045_OG0001603	CDSF01000079.1	298579	299718	-	PBRA_000667	CEO97322.1
PlaBraE3003046_OG0000037	CDSF01000079.1	301268	302986	-	PBRA_000668	CEO97323.1
PlaBraE3003047_OG0002982	CDSF01000079.1	303054	305455	+	PBRA_000669	CEO97324.1
PlaBraE3003048_OG0265024	CDSF01000079.1	305549	311242	-	PBRA_000670	CEO97325.1
PlaBraE3003049_OG3374728	CDSF01000079.1	311420	312067	-	PBRA_000671	CEO97326.1
PlaBraE3003050_OG0000290	CDSF01000079.1	312761	314218	+	PBRA_000672	CEO97327.1
PlaBraE3003051_OG0003086	CDSF01000079.1	319355	319773	-	PBRA_000673	CEO97328.1
PlaBraE3003052_OG0000841	CDSF01000079.1	320287	321901	+	PBRA_000674	CEO97329.1
PlaBraE3003053_OG0012459	CDSF01000079.1	323120	324372	-	PBRA_000675	CEO97330.1
PlaBraE3003054_OG0014874	CDSF01000079.1	324551	325836	+	PBRA_000676	CEO97331.1
PlaBraE3003055_OG0000079	CDSF01000079.1	327739	330587	-	PBRA_000677	CEO97332.1
PlaBraE3003056_OG0002993	CDSF01000079.1	330911	334415	+	PBRA_000678	CEO97333.1
PlaBraE3003057_OG1035317	CDSF01000079.1	334557	335155	-	PBRA_000679	CEO97334.1
PlaBraE3003058_OG0001054	CDSF01000079.1	336175	336681	+	PBRA_000680	CEO97335.1
PlaBraE3003059_OG0003478	CDSF01000079.1	336860	341859	+	PBRA_000681	CEO97336.1
PlaBraE3003060_OG0190147	CDSF01000079.1	341925	343983	-	PBRA_000682	CEO97337.1
PlaBraE3003061_OG0137465	CDSF01000079.1	344287	345149	+	PBRA_000683	CEO97338.1
PlaBraE3003062_OG0007815	CDSF01000079.1	345472	346198	+	PBRA_000684	CEO97339.1
PlaBraE3003063_OG0007440	CDSF01000079.1	346333	347736	-	PBRA_000686	CEO97340.1
PlaBraE3003064_OG0014873	CDSF01000079.1	347920	350082	-	PBRA_000687	CEO97341.1
PlaBraE3003065_OG0258139	CDSF01000079.1	350211	351434	+	PBRA_000688	CEO97342.1
PlaBraE3003066_OG1035318	CDSF01000079.1	355920	358749	-	PBRA_000685	CEO97343.1
PlaBraE3003067_OG0040180	CDSF01000079.1	359347	360241	+	PBRA_000689	CEO97344.1
PlaBraE3003068_OG0001798	CDSF01000079.1	360744	362378	-	PBRA_000690	CEO97345.1
PlaBraE3003069_OG0001430	CDSF01000079.1	365269	366398	-	PBRA_000691	CEO97346.1
PlaBraE3003070_OG3374729	CDSF01000079.1	366689	368602	+	PBRA_000692	CEO97347.1
PlaBraE3003071_OG3374730	CDSF01000079.1	368714	370395	-	PBRA_000693	CEO97348.1
PlaBraE3003072_OG3374731	CDSF01000079.1	371561	372634	-	PBRA_000694	CEO97349.1
PlaBraE3003073_OG0006594	CDSF01000079.1	373706	375598	+	PBRA_000695	CEO97350.1
PlaBraE3003074_OG0001907	CDSF01000079.1	375746	377903	+	PBRA_000696	CEO97351.1
PlaBraE3003075_OG0004279	CDSF01000079.1	377979	379705	-	PBRA_000697	CEO97352.1
PlaBraE3003076_OG0001258	CDSF01000079.1	379912	381854	-	PBRA_000698	CEO97353.1
PlaBraE3003077_OG0000222	CDSF01000079.1	382096	383771	+	PBRA_000699	CEO97354.1
PlaBraE3003078_OG0040262	CDSF01000079.1	384596	385294	-	PBRA_000700	CEO97355.1
PlaBraE3003079_OG0040262	CDSF01000079.1	385784	386446	+	PBRA_000701	CEO97356.1
PlaBraE3003080_OG0040262	CDSF01000079.1	387871	388635	+	PBRA_000702	CEO97357.1
PlaBraE3003081_OG0003298	CDSF01000079.1	389462	392395	+	PBRA_000703	CEO97358.1
PlaBraE3003082_OG1035319	CDSF01000079.1	393078	394037	+	PBRA_000704	CEO97359.1
PlaBraE3003083_OG0019644	CDSF01000079.1	396191	396571	-	PBRA_000705	CEO97360.1
PlaBraE3003084_OG0000019	CDSF01000079.1	398824	402206	-	PBRA_000706	CEO97361.1
PlaBraE3003085_OG0001932	CDSF01000079.1	402496	403173	-	PBRA_000707	CEO97362.1
PlaBraE3003086_OG0000130	CDSF01000079.1	403780	405252	+	PBRA_000708	CEO97363.1
PlaBraE3003087_OG0380202	CDSF01000079.1	406044	406741	-	PBRA_000710	CEO97364.1
PlaBraE3003088_OG0003298	CDSF01000079.1	407174	410103	+	PBRA_000709	CEO97365.1
PlaBraE3003089_OG0000772	CDSF01000079.1	410209	412062	-	PBRA_000711	CEO97366.1
PlaBraE3003090_OG0028477	CDSF01000079.1	412302	413168	-	PBRA_000712	CEO97367.1
PlaBraE3003091_OG1035320	CDSF01000079.1	414092	414586	-	PBRA_000713	CEO97368.1
PlaBraE3003092_OG0006752	CDSF01000079.1	414867	416163	+	PBRA_000714	CEO97369.1
PlaBraE3003093_OG0000118	CDSF01000079.1	416519	420129	+	PBRA_000715	CEO97370.1
PlaBraE3003094_OG3374732	CDSF01000079.1	422293	423111	-	PBRA_000716	CEO97371.1
PlaBraE3003095_OG0000012	CDSF01000079.1	423233	424712	+	PBRA_000717	CEO97372.1
PlaBraE3003096_OG0002712	CDSF01000079.1	424961	426512	+	PBRA_000718	CEO97373.1
PlaBraE3003097_OG0000099	CDSF01000079.1	426828	428191	-	PBRA_000719	CEO97374.1
PlaBraE3003098_OG0005767	CDSF01000079.1	428460	430051	-	PBRA_000720	CEO97375.1
PlaBraE3003099_OG1035321	CDSF01000079.1	432302	432949	+	PBRA_000721	CEO97376.1
PlaBraE3003100_OG0000357	CDSF01000079.1	433024	433790	-	PBRA_000722	CEO97377.1
PlaBraE3003101_OG0001270	CDSF01000079.1	434695	436629	+	PBRA_000723	CEO97378.1
PlaBraE3003102_OG0193493	CDSF01000079.1	436714	437847	-	PBRA_000724	CEO97379.1
PlaBraE3003103_OG0491260	CDSF01000079.1	438774	439571	-	PBRA_000725	CEO97380.1
PlaBraE3003104_OG0001192	CDSF01000079.1	440194	444317	+	PBRA_000726	CEO97381.1
PlaBraE3003105_OG0007545	CDSF01000079.1	444438	445411	-	PBRA_000728	CEO97382.1
PlaBraE3003106_OG0005252	CDSF01000079.1	445799	447180	-	PBRA_000727	CEO97383.1
PlaBraE3003107_OG1035322	CDSF01000079.1	447354	448061	+	PBRA_000729	CEO97384.1
PlaBraE3003108_OG0082428	CDSF01000079.1	449128	449756	+	PBRA_000731	CEO97385.1
PlaBraE3003109_OG0002662	CDSF01000079.1	450548	452293	+	PBRA_000730	CEO97386.1
PlaBraE3003110_OG3374733	CDSF01000079.1	454038	455209	-	PBRA_000732	CEO97387.1
PlaBraE3003111_OG3374734	CDSF01000079.1	455312	455767	+	PBRA_000733	CEO97388.1
PlaBraE3003112_OG0002617	CDSF01000079.1	456596	460320	-	PBRA_000734	CEO97389.1
PlaBraE3003113_OG3374735	CDSF01000079.1	460063	460865	+	PBRA_000735	CEO97390.1
PlaBraE3003114_OG0005421	CDSF01000079.1	463213	465525	-	PBRA_000736	CEO97391.1
PlaBraE3003115_OG0003433	CDSF01000079.1	465586	467449	-	PBRA_000737	CEO97392.1
PlaBraE3003116_OG0000142	CDSF01000079.1	467917	469183	+	PBRA_000738	CEO97393.1
PlaBraE3003117_OG3374736	CDSF01000079.1	470643	471699	+	PBRA_000739	CEO97394.1
PlaBraE3003118_OG0048280	CDSF01000079.1	472874	474982	+	PBRA_000740	CEO97395.1
PlaBraE3003119_OG0000143	CDSF01000079.1	477370	478146	-	PBRA_000742	CEO97396.1
PlaBraE3003120_OG0004382	CDSF01000079.1	478230	479077	-	PBRA_000743	CEO97397.1
PlaBraE3003121_OG0003376	CDSF01000079.1	479123	480099	+	PBRA_000744	CEO97398.1
PlaBraE3003122_OG0000003	CDSF01000079.1	480336	485174	+	PBRA_000741	CEO97399.1
PlaBraE3003123_OG1035323	CDSF01000079.1	485617	486282	+	PBRA_000745	CEO97400.1
PlaBraE3003124_OG0528590	CDSF01000079.1	486401	487233	-	PBRA_000746	CEO97401.1
PlaBraE3003125_OG0038824	CDSF01000079.1	487407	488315	-	PBRA_000748	CEO97402.1
PlaBraE3003126_OG0005946	CDSF01000079.1	488986	496844	+	PBRA_000747	CEO97403.1
PlaBraE3003127_OG0000555	CDSF01000079.1	496901	497364	-	PBRA_000749	CEO97404.1
PlaBraE3003128_OG0001235	CDSF01000079.1	497607	499655	+	PBRA_000750	CEO97405.1
PlaBraE3003129_OG0000017	CDSF01000079.1	500572	502790	+	PBRA_000751	CEO97406.1
PlaBraE3003130_OG0001235	CDSF01000079.1	502988	505203	+	PBRA_000752	CEO97407.1
PlaBraE3003131_OG3374737	CDSF01000079.1	505514	506369	+	PBRA_000753	CEO97408.1
